provider,buffer_depth_ms,metric,estimate,ci_low,ci_high,n_traces,n_prompts
steady,0.0,mean_underruns_per_utterance,0.008333333333333333,0.0,0.03333333333333333,120,6
steady,0.0,mean_total_stall_ms,0.01591148754425452,0.0,0.07955743772127259,120,6
steady,0.0,median_trace_p95_recovery_ms,0.0,0.0,0.0,120,6
steady,20.0,median_ttfa_ms,124.64577178383647,123.43267520045622,126.22162169458393,120,6
steady,20.0,median_delivery_rtf,0.9655986492164448,0.8992294441569173,0.9814339980511694,120,6
steady,20.0,median_trace_p95_interarrival_ms,37.27125437061706,36.855565359451155,37.72620463867112,120,6
steady,20.0,median_trace_p95_pacing_error_ms,-2.7287456293829404,-3.1529141930526303,-2.2584908437185462,120,6
steady,20.0,glitch_free_rate,0.9916666666666667,0.9666666666666667,1.0,120,6
steady,20.0,mean_underruns_per_utterance,0.008333333333333333,0.0,0.03333333333333333,120,6
steady,20.0,mean_total_stall_ms,0.01591148754425452,0.0,0.06364595017701807,120,6
steady,20.0,median_trace_p95_recovery_ms,0.0,0.0,0.0,120,6
steady,40.0,median_ttfa_ms,124.64577178383647,123.43305234005052,126.24240614443644,120,6
steady,40.0,median_delivery_rtf,0.9655986492164448,0.899720689006473,0.9814790046175874,120,6
steady,40.0,median_trace_p95_interarrival_ms,37.27125437061706,36.84708580694737,37.73031995062651,120,6
steady,40.0,median_trace_p95_pacing_error_ms,-2.7287456293829404,-3.1486744168007377,-2.258391323103798,120,6
steady,40.0,glitch_free_rate,0.9916666666666667,0.9666666666666667,1.0,120,6
steady,40.0,mean_underruns_per_utterance,0.008333333333333333,0.0,0.03333333333333333,120,6
steady,40.0,mean_total_stall_ms,0.01591148754425452,0.0,0.07955743772127259,120,6
steady,40.0,median_trace_p95_recovery_ms,0.0,0.0,0.0,120,6
steady,80.0,median_ttfa_ms,124.64577178383647,123.4481379238227,126.24240614443644,120,6
steady,80.0,median_delivery_rtf,0.9655986492164448,0.899720689006473,0.9814790046175874,120,6
steady,80.0,median_trace_p95_interarrival_ms,37.27125437061706,36.84708580694737,37.72208932671573,120,6
steady,80.0,median_trace_p95_pacing_error_ms,-2.7287456293829404,-3.1529141930526303,-2.2584908437185462,120,6
steady,80.0,glitch_free_rate,1.0,1.0,1.0,120,6
steady,80.0,mean_underruns_per_utterance,0.0,0.0,0.0,120,6
steady,80.0,mean_total_stall_ms,0.0,0.0,0.0,120,6
steady,80.0,median_trace_p95_recovery_ms,0.0,0.0,0.0,120,6
steady,120.0,median_ttfa_ms,124.64577178383647,123.41796675627836,126.22162169458393,120,6
steady,120.0,median_delivery_rtf,0.9655986492164448,0.8997084078852341,0.98209009647644,120,6
steady,120.0,median_trace_p95_interarrival_ms,37.27125437061706,36.84708580694737,37.72208932671573,120,6
steady,120.0,median_trace_p95_pacing_error_ms,-2.7287456293829404,-3.1529141930526303,-2.262606155673935,120,6
steady,120.0,glitch_free_rate,1.0,1.0,1.0,120,6
steady,120.0,mean_underruns_per_utterance,0.0,0.0,0.0,120,6
steady,120.0,mean_total_stall_ms,0.0,0.0,0.0,120,6
steady,120.0,median_trace_p95_recovery_ms,0.0,0.0,0.0,120,6
steady,200.0,median_ttfa_ms,124.64577178383647,123.43305234005052,126.24240614443644,120,6
steady,200.0,median_delivery_rtf,0.9655986492164448,0.899720689006473,0.9814339980511694,120,6
steady,200.0,median_trace_p95_interarrival_ms,37.27125437061706,36.85132558319926,37.752698361936396,120,6
steady,200.0,median_trace_p95_pacing_error_ms,-2.7287456293829404,-3.1529141930526303,-2.2584908437185462,120,6
steady,200.0,glitch_free_rate,1.0,1.0,1.0,120,6
steady,200.0,mean_underruns_per_utterance,0.0,0.0,0.0,120,6
steady,200.0,mean_total_stall_ms,0.0,0.0,0.0,120,6
steady,200.0,median_trace_p95_recovery_ms,0.0,0.0,0.0,120,6
bursty_same_ttfa,0.0,request_success_rate,1.0,1.0,1.0,120,6
bursty_same_ttfa,0.0,playable_success_rate,0.0,0.0,0.0,120,6
late_but_steady,0.0,request_success_rate,1.0,1.0,1.0,120,6
late_but_steady,0.0,playable_success_rate,1.0,1.0,1.0,120,6
steady,0.0,request_success_rate,1.0,1.0,1.0,120,6
steady,0.0,playable_success_rate,0.9916666666666667,0.9583333333333334,1.0,120,6
bursty_same_ttfa,20.0,request_success_rate,1.0,1.0,1.0,120,6
bursty_same_ttfa,20.0,playable_success_rate,0.0,0.0,0.0,120,6
late_but_steady,20.0,request_success_rate,1.0,1.0,1.0,120,6
late_but_steady,20.0,playable_success_rate,1.0,1.0,1.0,120,6
steady,20.0,request_success_rate,1.0,1.0,1.0,120,6
steady,20.0,playable_success_rate,0.9916666666666667,0.9666666666666667,1.0,120,6
bursty_same_ttfa,40.0,request_success_rate,1.0,1.0,1.0,120,6
bursty_same_ttfa,40.0,playable_success_rate,0.0,0.0,0.0,120,6
late_but_steady,40.0,request_success_rate,1.0,1.0,1.0,120,6
late_but_steady,40.0,playable_success_rate,1.0,1.0,1.0,120,6
steady,40.0,request_success_rate,1.0,1.0,1.0,120,6
steady,40.0,playable_success_rate,0.9916666666666667,0.9583333333333334,1.0,120,6
bursty_same_ttfa,80.0,request_success_rate,1.0,1.0,1.0,120,6
bursty_same_ttfa,80.0,playable_success_rate,0.0,0.0,0.0,120,6
late_but_steady,80.0,request_success_rate,1.0,1.0,1.0,120,6
late_but_steady,80.0,playable_success_rate,1.0,1.0,1.0,120,6
steady,80.0,request_success_rate,1.0,1.0,1.0,120,6
steady,80.0,playable_success_rate,1.0,1.0,1.0,120,6
bursty_same_ttfa,120.0,request_success_rate,1.0,1.0,1.0,120,6
bursty_same_ttfa,120.0,playable_success_rate,1.0,1.0,1.0,120,6
late_but_steady,120.0,request_success_rate,1.0,1.0,1.0,120,6
late_but_steady,120.0,playable_success_rate,1.0,1.0,1.0,120,6
steady,120.0,request_success_rate,1.0,1.0,1.0,120,6
steady,120.0,playable_success_rate,1.0,1.0,1.0,120,6
bursty_same_ttfa,200.0,request_success_rate,1.0,1.0,1.0,120,6
bursty_same_ttfa,200.0,playable_success_rate,1.0,1.0,1.0,120,6
late_but_steady,200.0,request_success_rate,1.0,1.0,1.0,120,6
late_but_steady,200.0,playable_success_rate,1.0,1.0,1.0,120,6
steady,200.0,request_success_rate,1.0,1.0,1.0,120,6
steady,200.0,playable_success_rate,1.0,1.0,1.0,120,6
