trace_id,provider,model,prompt_id,buffer_depth_ms,stall_index,stall_started_ms,stall_recovered_ms,recovery_ms
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,1,537.4964831158242,538.7502239103587,1.2537407945345649
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,2,778.7502239103587,782.6487412689696,3.8985173586108886
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,3,1022.6487412689696,1026.7830384823787,4.134297213409127
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,4,1266.7830384823787,1274.0822800277597,7.299241545380937
bursty_same_ttfa-long_incident-r002,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,5,1514.0822800277597,1515.4964825081438,1.4142024803841196
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,0,209.48601905320257,299.6873195714213,90.20130051821874
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,1,539.6873195714213,545.1322736754454,5.444954104024077
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,2,785.1322736754454,800.8148537187228,15.682580043277426
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,0,209.48601905320257,299.6873195714213,90.20130051821874
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,1,539.6873195714213,545.1322736754454,5.444954104024077
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,2,785.1322736754454,800.8148537187228,15.682580043277426
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,0,209.48601905320257,299.6873195714213,90.20130051821874
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,1,539.6873195714213,545.1322736754454,5.444954104024077
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,2,785.1322736754454,800.8148537187228,15.682580043277426
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,0,228.14682943321506,299.6873195714213,71.54049013820625
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,1,539.6873195714213,545.1322736754454,5.444954104024077
bursty_same_ttfa-long_incident-r003,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,2,785.1322736754454,800.8148537187228,15.682580043277426
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,0,203.5428301273053,298.8137711380833,95.27094101077802
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,1,538.8137711380833,546.3365334745308,7.522762336447499
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,2,1026.3365334745308,1028.3655293501574,2.028995875626606
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,3,1268.3655293501574,1272.1611997797554,3.795670429597976
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,4,1512.1611997797554,1518.1513963087025,5.990196528947081
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,0,203.5428301273053,298.8137711380833,95.27094101077802
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,1,538.8137711380833,546.3365334745308,7.522762336447499
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,2,1026.3365334745308,1028.3655293501574,2.028995875626606
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,3,1268.3655293501574,1272.1611997797554,3.795670429597976
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,4,1512.1611997797554,1518.1513963087025,5.990196528947081
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,0,203.5428301273053,298.8137711380833,95.27094101077802
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,1,538.8137711380833,546.3365334745308,7.522762336447499
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,2,1026.3365334745308,1028.3655293501574,2.028995875626606
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,3,1268.3655293501574,1272.1611997797554,3.795670429597976
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,4,1512.1611997797554,1518.1513963087025,5.990196528947081
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,0,228.03987691090614,298.8137711380833,70.77389422717718
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,1,538.8137711380833,546.3365334745308,7.522762336447499
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,2,1026.3365334745308,1028.3655293501574,2.028995875626606
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,3,1268.3655293501574,1272.1611997797554,3.795670429597976
bursty_same_ttfa-long_incident-r004,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,4,1512.1611997797554,1518.1513963087025,5.990196528947081
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,0,209.5832000871316,289.9644784089609,80.38127832182929
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,1,529.9644784089609,544.319903666428,14.355425257467118
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,2,784.319903666428,812.035641739859,27.715738073430998
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,3,1052.0356417398589,1071.4723277902046,19.43668605034577
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,4,1311.4723277902046,1322.8097479929556,11.337420202750991
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,0,209.5832000871316,289.9644784089609,80.38127832182929
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,1,529.9644784089609,544.319903666428,14.355425257467118
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,2,784.319903666428,812.035641739859,27.715738073430998
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,3,1052.0356417398589,1071.4723277902046,19.43668605034577
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,4,1311.4723277902046,1322.8097479929556,11.337420202750991
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,0,209.5832000871316,289.9644784089609,80.38127832182929
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,1,529.9644784089609,544.319903666428,14.355425257467118
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,2,784.319903666428,812.035641739859,27.715738073430998
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,3,1052.0356417398589,1071.4723277902046,19.43668605034577
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,4,1311.4723277902046,1322.8097479929556,11.337420202750991
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,0,221.2883874494191,289.9644784089609,68.67609095954177
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,1,529.9644784089609,544.319903666428,14.355425257467118
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,2,784.319903666428,812.035641739859,27.715738073430998
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,3,1052.0356417398589,1071.4723277902046,19.43668605034577
bursty_same_ttfa-long_incident-r005,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,4,1311.4723277902046,1322.8097479929556,11.337420202750991
bursty_same_ttfa-long_incident-r006,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,0,203.7808542055917,306.78565716003425,103.00480295444254
bursty_same_ttfa-long_incident-r006,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,1,786.7856571600342,791.7096649143825,4.924007754348281
bursty_same_ttfa-long_incident-r006,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,2,1511.7096649143825,1528.5218139163278,16.812149001945272
bursty_same_ttfa-long_incident-r006,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,0,203.7808542055917,306.78565716003425,103.00480295444254
bursty_same_ttfa-long_incident-r006,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,1,786.7856571600342,791.7096649143825,4.924007754348281
bursty_same_ttfa-long_incident-r006,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,2,1511.7096649143825,1528.5218139163278,16.812149001945272
bursty_same_ttfa-long_incident-r006,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,0,203.7808542055917,306.78565716003425,103.00480295444254
bursty_same_ttfa-long_incident-r006,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,1,786.7856571600342,791.7096649143825,4.924007754348281
bursty_same_ttfa-long_incident-r006,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,2,1511.7096649143825,1528.5218139163278,16.812149001945272
bursty_same_ttfa-long_incident-r006,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,0,221.5315735502208,306.78565716003425,85.25408360981345
bursty_same_ttfa-long_incident-r006,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,1,786.7856571600342,791.7096649143825,4.924007754348281
bursty_same_ttfa-long_incident-r006,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,2,1511.7096649143825,1528.5218139163278,16.812149001945272
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,0,208.86443182153658,292.73646182592177,83.87203000438518
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,1,772.7364618259218,791.4454849678093,18.709023141887542
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,2,1031.4454849678093,1041.0649148293933,9.619429861583967
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,3,1281.0649148293933,1308.1157262847992,27.050811455405892
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,4,1548.1157262847992,1549.4325119258876,1.3167856410884724
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,0,208.86443182153658,292.73646182592177,83.87203000438518
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,1,772.7364618259218,791.4454849678093,18.709023141887542
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,2,1031.4454849678093,1041.0649148293933,9.619429861583967
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,3,1281.0649148293933,1308.1157262847992,27.050811455405892
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,4,1548.1157262847992,1549.4325119258876,1.3167856410884724
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,0,208.86443182153658,292.73646182592177,83.87203000438518
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,1,772.7364618259218,791.4454849678093,18.709023141887542
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,2,1031.4454849678093,1041.0649148293933,9.619429861583967
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,3,1281.0649148293933,1308.1157262847992,27.050811455405892
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,4,1548.1157262847992,1549.4325119258876,1.3167856410884724
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,0,226.39515811932344,292.73646182592177,66.34130370659832
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,1,772.7364618259218,791.4454849678093,18.709023141887542
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,2,1031.4454849678093,1041.0649148293933,9.619429861583967
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,3,1281.0649148293933,1308.1157262847992,27.050811455405892
bursty_same_ttfa-long_incident-r007,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,4,1548.1157262847992,1549.4325119258876,1.3167856410884724
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,0,205.2997030547391,289.8630572704822,84.56335421574312
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,1,529.8630572704822,538.734583497627,8.871526227144841
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,2,778.734583497627,788.8069454433569,10.072361945729881
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,3,1508.8069454433569,1511.7032276911616,2.89628224780472
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,0,205.2997030547391,289.8630572704822,84.56335421574312
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,1,529.8630572704822,538.734583497627,8.871526227144841
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,2,778.734583497627,788.8069454433569,10.072361945729881
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,3,1508.8069454433569,1511.7032276911616,2.89628224780472
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,0,205.2997030547391,289.8630572704822,84.56335421574312
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,1,529.8630572704822,538.734583497627,8.871526227144841
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,2,778.734583497627,788.8069454433569,10.072361945729881
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,3,1508.8069454433569,1511.7032276911616,2.89628224780472
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,0,218.73903453107934,289.8630572704822,71.12402273940288
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,1,529.8630572704822,538.734583497627,8.871526227144841
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,2,778.734583497627,788.8069454433569,10.072361945729881
bursty_same_ttfa-long_incident-r008,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,3,1508.8069454433569,1511.7032276911616,2.89628224780472
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,0,210.7765715819093,300.0419838928971,89.26541231098781
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,1,540.0419838928972,549.1361966133502,9.094212720453015
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,2,789.1361966133502,804.6258394171654,15.489642803815173
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,3,1044.6258394171655,1052.3521612393129,7.7263218221473835
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,4,1292.3521612393129,1294.0126909834157,1.6605297441028597
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,5,1534.0126909834157,1536.663907175407,2.6512161919913524
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,0,210.7765715819093,300.0419838928971,89.26541231098781
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,1,540.0419838928972,549.1361966133502,9.094212720453015
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,2,789.1361966133502,804.6258394171654,15.489642803815173
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,3,1044.6258394171655,1052.3521612393129,7.7263218221473835
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,4,1292.3521612393129,1294.0126909834157,1.6605297441028597
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,5,1534.0126909834157,1536.663907175407,2.6512161919913524
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,0,210.7765715819093,300.0419838928971,89.26541231098781
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,1,540.0419838928972,549.1361966133502,9.094212720453015
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,2,789.1361966133502,804.6258394171654,15.489642803815173
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,3,1044.6258394171655,1052.3521612393129,7.7263218221473835
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,4,1292.3521612393129,1294.0126909834157,1.6605297441028597
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,5,1534.0126909834157,1536.663907175407,2.6512161919913524
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,0,223.718562898867,300.0419838928971,76.32342099403013
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,1,540.0419838928972,549.1361966133502,9.094212720453015
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,2,789.1361966133502,804.6258394171654,15.489642803815173
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,3,1044.6258394171655,1052.3521612393129,7.7263218221473835
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,4,1292.3521612393129,1294.0126909834157,1.6605297441028597
bursty_same_ttfa-long_incident-r009,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,5,1534.0126909834157,1536.663907175407,2.6512161919913524
bursty_same_ttfa-long_incident-r010,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,0,200.4259003517247,294.57269858110175,94.14679822937705
bursty_same_ttfa-long_incident-r010,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,1,534.5726985811018,557.851068743301,23.278370162199167
bursty_same_ttfa-long_incident-r010,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,2,797.851068743301,804.4980896717948,6.647020928493816
bursty_same_ttfa-long_incident-r010,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,0,200.4259003517247,294.57269858110175,94.14679822937705
bursty_same_ttfa-long_incident-r010,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,1,534.5726985811018,557.851068743301,23.278370162199167
bursty_same_ttfa-long_incident-r010,bursty_same_ttfa,synthetic-validation-v1,long_incident,20.0,2,797.851068743301,804.4980896717948,6.647020928493816
bursty_same_ttfa-long_incident-r010,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,0,200.4259003517247,294.57269858110175,94.14679822937705
bursty_same_ttfa-long_incident-r010,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,1,534.5726985811018,557.851068743301,23.278370162199167
bursty_same_ttfa-long_incident-r010,bursty_same_ttfa,synthetic-validation-v1,long_incident,40.0,2,797.851068743301,804.4980896717948,6.647020928493816
bursty_same_ttfa-long_incident-r010,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,0,220.22097118646064,294.57269858110175,74.3517273946411
bursty_same_ttfa-long_incident-r010,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,1,534.5726985811018,557.851068743301,23.278370162199167
bursty_same_ttfa-long_incident-r010,bursty_same_ttfa,synthetic-validation-v1,long_incident,80.0,2,797.851068743301,804.4980896717948,6.647020928493816
bursty_same_ttfa-long_incident-r011,bursty_same_ttfa,synthetic-validation-v1,long_incident,0.0,0,198.18731142313118,299.13094116170447,100.94362973857329
